product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
Apex Central,Multiple,Trend Micro,Critical,An arbitrary file upload vulnerability in Trend Micro Apex Central could allow for remote code execution.,Apply updates per vendor instructions.,2022-03-31,CVE-2022-26871,https://nvd.nist.gov/vuln/detail/CVE-2022-26871
Firewall,Multiple,Sophos,Critical,An authentication bypass vulnerability in User Portal and Webadmin of Sophos Firewall allows for remote code execution.,Apply updates per vendor instructions.,2022-03-31,CVE-2022-1040,https://nvd.nist.gov/vuln/detail/CVE-2022-1040
Windows,Multiple,Microsoft,Critical,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-03-31,CVE-2021-34484,https://nvd.nist.gov/vuln/detail/CVE-2021-34484
Network Attached Storage (NAS),Multiple,QNAP,Critical,QNAP NAS running HBS 3 contains an improper authorization vulnerability which can allow remote attackers to log in to a device.,Apply updates per vendor instructions.,2022-03-31,CVE-2021-28799,https://nvd.nist.gov/vuln/detail/CVE-2021-28799
dbutil Driver,Multiple,Dell,Critical,"Dell dbutil driver contains an insufficient access control vulnerability which may lead to escalation of privileges, denial-of-service (DoS), or information disclosure.",Apply updates per vendor instructions.,2022-03-31,CVE-2021-21551,https://nvd.nist.gov/vuln/detail/CVE-2021-21551
Gigabit Passive Optical Network (GPON) Routers,Multiple,Dasan,Critical,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10561, exploitation can allow an attacker to perform remote code execution.",The impacted product is end-of-life and should be disconnected if still in use.,2022-03-31,CVE-2018-10562,https://nvd.nist.gov/vuln/detail/CVE-2018-10562
Gigabit Passive Optical Network (GPON) Routers,Multiple,Dasan,Critical,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10562, exploitation can allow an attacker to perform remote code execution.",The impacted product is end-of-life and should be disconnected if still in use.,2022-03-31,CVE-2018-10561,https://nvd.nist.gov/vuln/detail/CVE-2018-10561
Chromium V8,Multiple,Google,Critical,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-03-28,CVE-2022-1096,https://nvd.nist.gov/vuln/detail/CVE-2022-1096
Debian-specific Redis Servers,Multiple,Redis,Critical,"Redis is prone to a (Debian-specific) Lua sandbox escape, which could result in remote code execution.",Apply updates per vendor instructions.,2022-03-28,CVE-2022-0543,https://nvd.nist.gov/vuln/detail/CVE-2022-0543
Office,Multiple,Microsoft,Critical,Microsoft Office Access Connectivity Engine contains an unspecified vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-03-28,CVE-2021-38646,https://nvd.nist.gov/vuln/detail/CVE-2021-38646
Windows,Multiple,Microsoft,Critical,Microsoft Windows Event Tracing contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,2022-03-28,CVE-2021-34486,https://nvd.nist.gov/vuln/detail/CVE-2021-34486
Confluence Server,Multiple,Atlassian,Critical,Affected versions of Atlassian Confluence Server allow remote attackers to view restricted resources via a pre-authorization arbitrary file read vulnerability in the /s/ endpoint.,Apply updates per vendor instructions.,2022-03-28,CVE-2021-26085,https://nvd.nist.gov/vuln/detail/CVE-2021-26085
Secure Remote Access (SRA),Multiple,SonicWall,Critical,SonicWall Secure Remote Access (SRA) products contain an improper neutralization of a SQL Command leading to SQL injection.,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-28,CVE-2021-20028,https://nvd.nist.gov/vuln/detail/CVE-2021-20028
SMA100,Multiple,SonicWall,Critical,"In SonicWall SMA100, an unauthenticated Directory Traversal vulnerability in the handleWAFRedirect CGI allows the user to test for the presence of a file on the server.",Apply updates per vendor instructions.,2022-03-28,CVE-2019-7483,https://nvd.nist.gov/vuln/detail/CVE-2019-7483
Windows,Multiple,Microsoft,Critical,An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).,Apply updates per vendor instructions.,2022-03-28,CVE-2018-8440,https://nvd.nist.gov/vuln/detail/CVE-2018-8440
DirectX Graphics Kernel (DXGKRNL),Multiple,Microsoft,Critical,An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.,Apply updates per vendor instructions.,2022-03-28,CVE-2018-8406,https://nvd.nist.gov/vuln/detail/CVE-2018-8406
DirectX Graphics Kernel (DXGKRNL),Multiple,Microsoft,Critical,An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.,Apply updates per vendor instructions.,2022-03-28,CVE-2018-8405,https://nvd.nist.gov/vuln/detail/CVE-2018-8405
Windows,Multiple,Microsoft,Critical,Microsoft Windows COM Aggregate Marshaler allows for privilege escalation when an attacker runs a specially crafted application.,Apply updates per vendor instructions.,2022-03-28,CVE-2017-0213,https://nvd.nist.gov/vuln/detail/CVE-2017-0213
Internet Explorer,Multiple,Microsoft,Critical,Microsoft Internet Explorer allow remote attackers to obtain sensitive information from process memory via a crafted web site.,Apply updates per vendor instructions.,2022-03-28,CVE-2017-0059,https://nvd.nist.gov/vuln/detail/CVE-2017-0059
Edge and Internet Explorer,Multiple,Microsoft,Critical,"Microsoft Edge and Internet Explorer have a type confusion vulnerability in mshtml.dll, which allows remote code execution.",Apply updates per vendor instructions.,2022-03-28,CVE-2017-0037,https://nvd.nist.gov/vuln/detail/CVE-2017-0037
Edge,Multiple,Microsoft,Critical,The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,2022-03-28,CVE-2016-7201,https://nvd.nist.gov/vuln/detail/CVE-2016-7201
Edge,Multiple,Microsoft,Critical,The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,2022-03-28,CVE-2016-7200,https://nvd.nist.gov/vuln/detail/CVE-2016-7200
Internet Explorer,Multiple,Microsoft,Critical,"The Microsoft JScript nd VBScript engines, as used in Internet Explorer and other products, allow attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.",Apply updates per vendor instructions.,2022-03-28,CVE-2016-0189,https://nvd.nist.gov/vuln/detail/CVE-2016-0189
Client-Server Run-time Subsystem (CSRSS),Multiple,Microsoft,Critical,"The Client-Server Run-time Subsystem (CSRSS) in Microsoft mismanages process tokens, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,2022-03-28,CVE-2016-0151,https://nvd.nist.gov/vuln/detail/CVE-2016-0151
Windows,Multiple,Microsoft,Critical,The kernel in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,2022-03-28,CVE-2016-0040,https://nvd.nist.gov/vuln/detail/CVE-2016-0040
Windows,Multiple,Microsoft,Critical,A remote code execution vulnerability exists in Microsoft Windows when the Windows Adobe Type Manager Library improperly handles specially crafted OpenType fonts.,Apply updates per vendor instructions.,2022-03-28,CVE-2015-2426,https://nvd.nist.gov/vuln/detail/CVE-2015-2426
Internet Explorer,Multiple,Microsoft,Critical,JScript in Microsoft Internet Explorer allows remote attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,2022-03-28,CVE-2015-2419,https://nvd.nist.gov/vuln/detail/CVE-2015-2419
Office,Multiple,Microsoft,Critical,Microsoft Office allows remote attackers to execute arbitrary code via a crafted Office document.,Apply updates per vendor instructions.,2022-03-28,CVE-2015-1770,https://nvd.nist.gov/vuln/detail/CVE-2015-1770
Win32k,Multiple,Microsoft,Critical,"The EPATHOBJ::pprFlattenRec function in win32k.sys in the kernel-mode drivers in Microsoft does not properly initialize a pointer for the next object in a certain list, which allows local users to gain privileges.",Apply updates per vendor instructions.,2022-03-28,CVE-2013-3660,https://nvd.nist.gov/vuln/detail/CVE-2013-3660
Reader and Acrobat,Multiple,Adobe,Critical,Integer overflow vulnerability in Adobe Reader and Acrobat allows attackers to execute remote code.,Apply updates per vendor instructions.,2022-03-28,CVE-2013-2729,https://nvd.nist.gov/vuln/detail/CVE-2013-2729
Internet Explorer,Multiple,Microsoft,Critical,Use-after-free vulnerability in Microsoft Internet Explorer allows remote attackers to execute remote code via a crafted web site that triggers access to a deleted object.,Apply updates per vendor instructions.,2022-03-28,CVE-2013-2551,https://nvd.nist.gov/vuln/detail/CVE-2013-2551
Java SE,Multiple,Oracle,Critical,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE allows remote attackers to affect confidentiality, integrity, and availability via Unknown vectors related to 2D",Apply updates per vendor instructions.,2022-03-28,CVE-2013-2465,https://nvd.nist.gov/vuln/detail/CVE-2013-2465
Firefox and Thunderbird,Multiple,Mozilla,Critical,"Mozilla Firefox and Thunderbird do not properly handle onreadystatechange events in conjunction with page reloading, which allows remote attackers to cause a denial-of-service (DoS) or possibly execute malicious code via a crafted web site.",Apply updates per vendor instructions.,2022-03-28,CVE-2013-1690,https://nvd.nist.gov/vuln/detail/CVE-2013-1690
Java SE,Multiple,Oracle,Critical,The default Java security properties configuration did not restrict access to the com.sun.org.glassfish.external and com.sun.org.glassfish.gmbal packages. An untrusted Java application or applet could use these flaws to bypass Java sandbox restrictions.,Apply updates per vendor instructions.,2022-03-28,CVE-2012-5076,https://nvd.nist.gov/vuln/detail/CVE-2012-5076
Word,Multiple,Microsoft,Critical,Microsoft Word allows attackers to execute remote code or cause a denial-of-service (DoS) via crafted RTF data.,Apply updates per vendor instructions.,2022-03-28,CVE-2012-2539,https://nvd.nist.gov/vuln/detail/CVE-2012-2539
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains a memory corruption vulnerability that allows for remote code execution or denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,2022-03-28,CVE-2012-2034,https://nvd.nist.gov/vuln/detail/CVE-2012-2034
Fusion Middleware,Multiple,Oracle,Critical,Unspecified vulnerability in the Oracle Application Server Single Sign-On component in Oracle Fusion Middleware allows remote attackers to affect integrity via Unknown vectors,Apply updates per vendor instructions.,2022-03-28,CVE-2012-0518,https://nvd.nist.gov/vuln/detail/CVE-2012-0518
Ancillary Function Driver (afd.sys),Multiple,Microsoft,Critical,"afd.sys in the Ancillary Function Driver in Microsoft Windows does not properly validate user-mode input passed to kernel mode, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,2022-03-28,CVE-2011-2005,https://nvd.nist.gov/vuln/detail/CVE-2011-2005
Windows,Multiple,Microsoft,Critical,"Stack-based buffer overflow in the RtlQueryRegistryValues function in win32k.sys in Microsoft Windows allows local users to gain privileges, and bypass the User Account Control (UAC) feature.",Apply updates per vendor instructions.,2022-03-28,CVE-2010-4398,https://nvd.nist.gov/vuln/detail/CVE-2010-4398
Firebox and XTM Appliances,Multiple,WatchGuard,Critical,"On WatchGuard Firebox and XTM appliances, an unauthenticated user can execute arbitrary code.",Apply updates per vendor instructions.,2022-03-25,CVE-2022-26318,https://nvd.nist.gov/vuln/detail/CVE-2022-26318
"MiCollab, MiVoice Business Express",Multiple,Mitel,Critical,"A vulnerability has been identified in MiCollab and MiVoice Business Express that may allow a malicious actor to gain unauthorized access to sensitive information and services, cause performance degradations or a denial of service condition on the affected system.",Apply updates per vendor instructions.,2022-03-25,CVE-2022-26143,https://nvd.nist.gov/vuln/detail/CVE-2022-26143
Windows,Multiple,Microsoft,Critical,Microsoft Windows Print Spooler contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,2022-03-25,CVE-2022-21999,https://nvd.nist.gov/vuln/detail/CVE-2022-21999
